chr,gene_id,strand,start,end
chr17,ENSG00000008283.15,-,63432304,63434594
chr17,ENSG00000008283.15,-,63435086,63435113
chr17,ENSG00000008283.15,-,63437461,63437484
chr17,ENSG00000008283.15,-,63437548,63437560
chr17,ENSG00000159640.15,+,63481566,63481738
chr17,ENSG00000159640.15,+,63482466,63482689
chr17,ENSG00000159640.15,+,63483029,63483173
chr17,ENSG00000159640.15,+,63483460,63483558
chr17,ENSG00000159640.15,+,63483849,63483971
chr17,ENSG00000159640.15,+,63484330,63484541
chr17,ENSG00000159640.15,+,63485236,63485772
chr17,ENSG00000159640.15,+,63486359,63486371
chr17,ENSG00000159640.15,+,63486557,63486715
chr17,ENSG00000159640.15,+,63486986,63487073
chr17,ENSG00000159640.15,+,63488570,63488791
chr17,ENSG00000159640.15,+,63488941,63489091
chr17,ENSG00000159640.15,+,63491209,63491381
chr17,ENSG00000159640.15,+,63493436,63493659
chr17,ENSG00000159640.15,+,63493922,63494066
chr17,ENSG00000159640.15,+,63494372,63494470
chr17,ENSG00000159640.15,+,63496394,63496516
chr17,ENSG00000159640.15,+,63496798,63496985
chr17,ENSG00000159640.15,+,63497021,63498380
chr17,ENSG00000264813.6,+,63507626,63507669
chr17,ENSG00000264813.6,+,63508209,63508349
chr17,ENSG00000264813.6,+,63508639,63508827
chr17,ENSG00000264813.6,+,63509083,63509274
chr17,ENSG00000264813.6,+,63509364,63509461
chr17,ENSG00000264813.6,+,63509553,63509725
chr17,ENSG00000264813.6,+,63510083,63510223
chr17,ENSG00000264813.6,+,63510323,63510545
chr17,ENSG00000264813.6,+,63510688,63510832
chr17,ENSG00000264813.6,+,63513382,63513464
chr17,ENSG00000264813.6,+,63513972,63514094
chr17,ENSG00000264813.6,+,63518928,63519110
chr17,ENSG00000264813.6,+,63519511,63519845
chr17,ENSG00000264813.6,+,63520235,63520366
chr17,ENSG00000264813.6,+,63521342,63521450
chr17,ENSG00000264813.6,+,63521560,63521848
chr17,ENSG00000173826.14,+,63535669,63536068
chr17,ENSG00000173826.14,+,63536074,63536213
chr17,ENSG00000173826.14,+,63538065,63538264
chr17,ENSG00000173826.14,+,63538410,63538662
chr17,ENSG00000173826.14,+,63542241,63542434
chr17,ENSG00000173826.14,+,63543576,63543660
chr17,ENSG00000173826.14,+,63544249,63544411
chr17,ENSG00000173826.14,+,63545078,63545264
chr17,ENSG00000173826.14,+,63545609,63546727
chr17,ENSG00000173826.14,+,63548802,63548977
chr17,ENSG00000136485.14,+,63589170,63594266
chr17,ENSG00000136463.7,+,63608000,63608365
chr17,ENSG00000198909.7,+,63666940,63667060
chr17,ENSG00000198909.7,+,63681766,63681899
chr17,ENSG00000198909.7,+,63685517,63685590
chr17,ENSG00000198909.7,+,63688527,63688594
chr17,ENSG00000198909.7,+,63688789,63688881
chr17,ENSG00000198909.7,+,63689544,63689735
chr17,ENSG00000198909.7,+,63690264,63690412
chr17,ENSG00000198909.7,+,63691102,63691233
chr17,ENSG00000198909.7,+,63691733,63691862
chr17,ENSG00000198909.7,+,63692242,63692419
chr17,ENSG00000198909.7,+,63693549,63696303
chr17,ENSG00000136490.8,-,63695902,63698554
chr17,ENSG00000136490.8,-,63698876,63698938
chr17,ENSG00000136490.8,-,63699028,63699113
chr17,ENSG00000136490.8,-,63699299,63699348
chr17,ENSG00000266173.5,-,63702832,63704892
chr17,ENSG00000125695.12,-,63702845,63703751
chr17,ENSG00000125695.12,-,63704005,63704047
chr17,ENSG00000125695.12,-,63704341,63704582
chr17,ENSG00000125695.12,-,63706635,63706739
chr17,ENSG00000266173.5,-,63707247,63707418
chr17,ENSG00000266173.5,-,63710491,63710614
chr17,ENSG00000266173.5,-,63710728,63710836
chr17,ENSG00000266173.5,-,63713406,63713527
chr17,ENSG00000266173.5,-,63714006,63714108
chr17,ENSG00000266173.5,-,63717075,63717128
chr17,ENSG00000125695.12,-,63723298,63723326
chr17,ENSG00000266173.5,-,63726638,63726695
chr17,ENSG00000108588.13,-,63745250,63746883
chr17,ENSG00000108588.13,-,63751770,63751870
chr17,ENSG00000108588.13,-,63766176,63766194
chr17,ENSG00000198231.12,+,63787034,63787049
chr17,ENSG00000198231.12,+,63800468,63800617
chr17,ENSG00000198231.12,+,63805056,63805287
chr17,ENSG00000198231.12,+,63806535,63806654
chr17,ENSG00000198231.12,+,63807724,63807900
chr17,ENSG00000198231.12,+,63808820,63808948
chr17,ENSG00000198231.12,+,63809560,63809659
chr17,ENSG00000198231.12,+,63810513,63810560
chr17,ENSG00000198231.12,+,63811076,63811173
chr17,ENSG00000198231.12,+,63811932,63812208
chr17,ENSG00000198231.12,+,63813228,63813290
chr17,ENSG00000198231.12,+,63818065,63819317
chr17,ENSG00000108592.16,-,63819433,63819804
chr17,ENSG00000108592.16,-,63821429,63821643
chr17,ENSG00000108592.16,-,63821723,63821831
chr17,ENSG00000108592.16,-,63825343,63825436
chr17,ENSG00000108592.16,-,63825536,63825635
chr17,ENSG00000108592.16,-,63826056,63826135
chr17,ENSG00000108592.16,-,63826903,63826928
chr17,ENSG00000108592.16,-,63827052,63827246
chr17,ENSG00000087191.12,+,63829912,63829949
chr17,ENSG00000087191.12,+,63830133,63830189
chr17,ENSG00000087191.12,+,63830271,63830501
chr17,ENSG00000087191.12,+,63830809,63830935
chr17,ENSG00000087191.12,+,63831036,63831226
chr17,ENSG00000087191.12,+,63831327,63831425
chr17,ENSG00000087191.12,+,63831506,63831616
chr17,ENSG00000087191.12,+,63831724,63831810
chr17,ENSG00000087191.12,+,63831916,63832026
chr17,ENSG00000108604.15,-,63832081,63832940
chr17,ENSG00000108604.15,-,63833912,63834006
chr17,ENSG00000108604.15,-,63834167,63834328
chr17,ENSG00000108604.15,-,63834474,63834575
chr17,ENSG00000108604.15,-,63834705,63834800
chr17,ENSG00000108604.15,-,63835412,63835567
chr17,ENSG00000108604.15,-,63836922,63837044
chr17,ENSG00000108604.15,-,63837195,63837213
chr17,ENSG00000108604.15,-,63842675,63842868
chr17,ENSG00000213218.9,-,63872012,63872531
chr17,ENSG00000136487.17,-,63880215,63880459
chr17,ENSG00000136488.14,-,63894909,63895160
chr17,ENSG00000136488.14,-,63895755,63895850
chr17,ENSG00000204414.11,-,63909597,63909849
chr17,ENSG00000204414.11,-,63910444,63910539
chr17,ENSG00000259384.6,-,63917200,63917426
chr17,ENSG00000007312.12,-,63928740,63929228
chr17,ENSG00000007314.11,-,63938554,63940773
chr17,ENSG00000224383.7,+,64001518,64001537
chr17,ENSG00000224383.7,+,64001733,64004304
chr17,ENSG00000108622.10,-,64002594,64002925
chr17,ENSG00000108622.10,-,64003644,64003897
chr17,ENSG00000108622.10,-,64005132,64005373
chr17,ENSG00000108622.10,-,64006631,64006671
chr17,ENSG00000108622.10,-,64006692,64006735
chr17,ENSG00000108622.10,-,64007741,64007822
chr17,ENSG00000178607.15,-,64039142,64043990
chr17,ENSG00000178607.15,-,64128752,64129819
chr17,ENSG00000136478.7,-,64147227,64148971
chr17,ENSG00000136478.7,-,64214218,64214242
chr17,ENSG00000261371.5,-,64319415,64323818
chr17,ENSG00000261371.5,-,64390666,64390763
chr17,ENSG00000271605.5,+,64467615,64467935
chr17,ENSG00000271605.5,+,64468310,64468643
chr17,ENSG00000256525.6,-,64477785,64477985
chr17,ENSG00000256525.6,-,64490862,64490969
chr17,ENSG00000256525.6,-,64492667,64492772
chr17,ENSG00000256525.6,-,64492895,64493002
chr17,ENSG00000108654.11,-,64499616,64500326
chr17,ENSG00000108654.11,-,64500549,64500773
chr17,ENSG00000108654.11,-,64502010,64502069
chr17,ENSG00000108654.11,-,64502070,64502431
chr17,ENSG00000108654.11,-,64502439,64502549
chr17,ENSG00000108654.11,-,64502585,64502924
chr17,ENSG00000108654.11,-,64502926,64503098
chr17,ENSG00000108654.11,-,64503188,64503257
chr17,ENSG00000108654.11,-,64504109,64504116
chr17,ENSG00000108654.11,-,64504222,64504318
chr17,ENSG00000108654.11,-,64504677,64504880
chr17,ENSG00000108654.11,-,64506120,64506262
chr17,ENSG00000258890.6,+,64514248,64514358
chr17,ENSG00000258890.6,+,64514460,64514807
chr17,ENSG00000258890.6,+,64515785,64516089
chr17,ENSG00000258890.6,+,64519321,64519339
chr17,ENSG00000258890.6,+,64519425,64519436
chr17,ENSG00000258890.6,+,64521402,64521527
chr17,ENSG00000258890.6,+,64522702,64522895
chr17,ENSG00000258890.6,+,64525770,64525882
chr17,ENSG00000258890.6,+,64526071,64526200
chr17,ENSG00000258890.6,+,64527111,64527264
chr17,ENSG00000258890.6,+,64529288,64529427
chr17,ENSG00000258890.6,+,64530926,64531022
chr17,ENSG00000258890.6,+,64531890,64532022
chr17,ENSG00000258890.6,+,64532839,64533008
chr17,ENSG00000258890.6,+,64533117,64533191
chr17,ENSG00000258890.6,+,64534585,64534737
chr17,ENSG00000258890.6,+,64536602,64536748
chr17,ENSG00000258890.6,+,64537041,64537112
chr17,ENSG00000258890.6,+,64537603,64537946
chr17,ENSG00000258890.6,+,64542161,64542461
chr17,ENSG00000108854.15,-,64542295,64545947
chr17,ENSG00000108854.15,-,64546263,64546338
chr17,ENSG00000108854.15,-,64547600,64547801
chr17,ENSG00000108854.15,-,64551584,64551704
chr17,ENSG00000108854.15,-,64554856,64554993
chr17,ENSG00000108854.15,-,64555820,64555998
chr17,ENSG00000108854.15,-,64557608,64557722
chr17,ENSG00000108854.15,-,64561500,64561603
chr17,ENSG00000108854.15,-,64562771,64562966
chr17,ENSG00000108854.15,-,64571798,64571956
chr17,ENSG00000108854.15,-,64578492,64578576
chr17,ENSG00000108854.15,-,64580789,64580991
chr17,ENSG00000108854.15,-,64583461,64583544
chr17,ENSG00000108854.15,-,64586086,64586170
chr17,ENSG00000108854.15,-,64591084,64591149
chr17,ENSG00000108854.15,-,64593440,64593573
chr17,ENSG00000108854.15,-,64593991,64594100
chr17,ENSG00000176809.10,-,64854312,64854601
chr17,ENSG00000120063.9,-,65010715,65014259
chr17,ENSG00000108370.15,+,65225073,65225486
chr17,ENSG00000108370.15,+,65225488,65225588
chr17,ENSG00000108370.15,+,65227275,65227703
chr17,ENSG00000168646.12,-,65528563,65529978
chr17,ENSG00000266076.1,-,65538102,65538343
chr17,ENSG00000266076.1,-,65541455,65541557
chr17,ENSG00000266076.1,-,65549520,65549660
chr17,ENSG00000266076.1,-,65557806,65558736
chr17,ENSG00000168646.12,-,65558621,65558736
chr17,ENSG00000154240.16,-,65635538,65635974
chr17,ENSG00000154240.16,-,65636614,65637113
chr17,ENSG00000154240.16,-,65637124,65637188
chr17,ENSG00000154240.16,-,65640964,65641065
chr17,ENSG00000154240.16,-,65661736,65661802
chr17,ENSG00000154240.16,-,66176956,66177020
chr17,ENSG00000091583.10,-,66212033,66212135
chr17,ENSG00000091583.10,-,66229380,66229422
chr17,ENSG00000154229.11,+,66641462,66641466
chr17,ENSG00000154229.11,+,66645383,66645511
chr17,ENSG00000154229.11,+,66687111,66687267
chr17,ENSG00000154229.11,+,66688302,66688436
chr17,ENSG00000154229.11,+,66688951,66689047
chr17,ENSG00000154229.11,+,66696433,66696487
chr17,ENSG00000154229.11,+,66703327,66703864
chr17,ENSG00000154229.11,+,66732688,66732825
chr17,ENSG00000154229.11,+,66735489,66735662
chr17,ENSG00000154229.11,+,66738764,66738855
chr17,ENSG00000154229.11,+,66741659,66741721
chr17,ENSG00000154229.11,+,66742622,66742760
chr17,ENSG00000154229.11,+,66773987,66775127
chr17,ENSG00000154229.11,+,66804035,66810743
chr17,ENSG00000075429.8,+,66877230,66877332
chr17,ENSG00000075429.8,+,66885238,66885486
chr17,ENSG00000075461.5,+,67031002,67033398
chr17,ENSG00000108878.4,+,67056269,67056797
chr17,ENSG00000198265.11,-,67070438,67078586
chr17,ENSG00000198265.11,-,67086829,67087081
chr17,ENSG00000198265.11,-,67107169,67107685
chr17,ENSG00000198265.11,-,67108492,67108726
chr17,ENSG00000198265.11,-,67109116,67109686
chr17,ENSG00000198265.11,-,67114324,67114403
chr17,ENSG00000198265.11,-,67120405,67120612
chr17,ENSG00000198265.11,-,67122970,67123160
chr17,ENSG00000198265.11,-,67123963,67124014
chr17,ENSG00000198265.11,-,67128495,67128551
chr17,ENSG00000198265.11,-,67218805,67218822
chr17,ENSG00000197170.9,-,67337916,67341052
chr17,ENSG00000197170.9,-,67342186,67342263
chr17,ENSG00000197170.9,-,67344606,67344780
chr17,ENSG00000197170.9,-,67345745,67345857
chr17,ENSG00000197170.9,-,67347116,67347250
chr17,ENSG00000197170.9,-,67347336,67347485
chr17,ENSG00000197170.9,-,67348550,67348654
chr17,ENSG00000197170.9,-,67350229,67350336
chr17,ENSG00000197170.9,-,67357303,67357431
chr17,ENSG00000197170.9,-,67357519,67357578
chr17,ENSG00000154217.14,+,67532802,67532822
chr17,ENSG00000154217.14,+,67692575,67697261
chr17,ENSG00000130935.9,+,67734363,67734439
chr17,ENSG00000130935.9,+,67735900,67736023
chr17,ENSG00000130935.9,+,67736666,67736754
chr17,ENSG00000130935.9,+,67737071,67737145
chr17,ENSG00000130935.9,+,67737508,67737692
chr17,ENSG00000130935.9,+,67737847,67737972
chr17,ENSG00000130935.9,+,67738122,67738355
chr17,ENSG00000130935.9,+,67738932,67739010
chr17,ENSG00000130935.9,+,67739516,67739608
chr17,ENSG00000130935.9,+,67743479,67743586
chr17,ENSG00000130935.9,+,67743743,67744531
chr17,ENSG00000171634.16,+,67894093,67894165
chr17,ENSG00000171634.16,+,67903789,67903882
chr17,ENSG00000171634.16,+,67959877,67960377
chr17,ENSG00000171634.16,+,67981440,67981762
chr17,ENSG00000171634.16,+,67982167,67984378
chr17,ENSG00000186665.8,-,67991101,67992103
chr17,ENSG00000182481.8,+,68040678,68040766
chr17,ENSG00000182481.8,+,68042085,68042209
chr17,ENSG00000182481.8,+,68046594,68046842
chr17,ENSG00000196704.11,+,68254404,68254567
chr17,ENSG00000196704.11,+,68255700,68255876
chr17,ENSG00000196704.11,+,68256814,68257164
chr17,ENSG00000108932.11,-,68267026,68269098
chr17,ENSG00000108932.11,-,68278321,68278327
chr17,ENSG00000141337.12,+,68306943,68307493
chr17,ENSG00000141337.12,+,68420461,68422731
chr17,ENSG00000070540.12,-,68420948,68421236
chr17,ENSG00000070540.12,-,68421282,68421820
chr17,ENSG00000070540.12,-,68425930,68426056
chr17,ENSG00000070540.12,-,68426075,68426175
chr17,ENSG00000070540.12,-,68427135,68427223
chr17,ENSG00000108946.14,+,68514987,68515119
chr17,ENSG00000108946.14,+,68515394,68515399
chr17,ENSG00000108946.14,+,68523759,68523816
chr17,ENSG00000108946.14,+,68524016,68524077
chr17,ENSG00000108946.14,+,68524912,68524958
chr17,ENSG00000108946.14,+,68525754,68525912
chr17,ENSG00000108946.14,+,68527840,68527900
chr17,ENSG00000108946.14,+,68528642,68528719
chr17,ENSG00000108946.14,+,68528870,68528991
chr17,ENSG00000108946.14,+,68529920,68530001
chr17,ENSG00000108946.14,+,68530076,68533431
chr17,ENSG00000108950.11,-,68535117,68537741
chr17,ENSG00000108950.11,-,68539337,68539396
chr17,ENSG00000108950.11,-,68539885,68539966
chr17,ENSG00000108950.11,-,68540849,68540958
chr17,ENSG00000108950.11,-,68541985,68542165
chr17,ENSG00000108950.11,-,68542694,68542809
chr17,ENSG00000108950.11,-,68543629,68543721
chr17,ENSG00000108946.14,+,68551122,68551319
chr17,ENSG00000108950.11,-,68551873,68551951
chr17,ENSG00000108950.11,-,68554777,68554827
chr17,ENSG00000108950.11,-,68555559,68555743
chr17,ENSG00000141338.13,-,68867292,68868087
chr17,ENSG00000141338.13,-,68894047,68894310
chr17,ENSG00000141338.13,-,68894880,68895013
chr17,ENSG00000141338.13,-,68902713,68902879
chr17,ENSG00000141338.13,-,68903301,68903499
chr17,ENSG00000141338.13,-,68906044,68906163
chr17,ENSG00000141338.13,-,68907740,68907879
chr17,ENSG00000141338.13,-,68917361,68917451
chr17,ENSG00000141338.13,-,68918047,68918185
chr17,ENSG00000141338.13,-,68918427,68918546
chr17,ENSG00000141338.13,-,68919301,68919476
chr17,ENSG00000141338.13,-,68921382,68921417
chr17,ENSG00000154258.16,-,68974488,68975917
chr17,ENSG00000154258.16,-,69042915,69043487
chr17,ENSG00000154258.16,-,69051127,69051139
chr17,ENSG00000154258.16,-,69051540,69051755
chr17,ENSG00000154262.12,-,69078702,69078975
chr17,ENSG00000154262.12,-,69135230,69135996
chr17,ENSG00000154263.17,-,69147214,69147523
chr17,ENSG00000154263.17,-,69148007,69148925
chr17,ENSG00000154263.17,-,69149033,69149088
chr17,ENSG00000154263.17,-,69149984,69150063
chr17,ENSG00000154263.17,-,69152043,69152183
chr17,ENSG00000154263.17,-,69152362,69152481
chr17,ENSG00000154263.17,-,69153305,69154009
chr17,ENSG00000154263.17,-,69154235,69154326
chr17,ENSG00000154263.17,-,69155019,69155136
chr17,ENSG00000154263.17,-,69155805,69155925
chr17,ENSG00000154263.17,-,69156832,69156923
chr17,ENSG00000154263.17,-,69164074,69164154
chr17,ENSG00000154263.17,-,69164964,69165083
chr17,ENSG00000154263.17,-,69174281,69174394
chr17,ENSG00000154263.17,-,69174607,69174777
chr17,ENSG00000154263.17,-,69175406,69175513
chr17,ENSG00000154263.17,-,69178920,69179008
chr17,ENSG00000154263.17,-,69182153,69182290
chr17,ENSG00000154263.17,-,69182675,69182808
chr17,ENSG00000154263.17,-,69185477,69185643
chr17,ENSG00000154263.17,-,69187681,69187879
chr17,ENSG00000154263.17,-,69214704,69214851
chr17,ENSG00000154263.17,-,69215450,69215541
chr17,ENSG00000154263.17,-,69215815,69216000
chr17,ENSG00000154263.17,-,69216217,69216358
chr17,ENSG00000154263.17,-,69219545,69219694
chr17,ENSG00000154265.15,-,69244311,69247644
chr17,ENSG00000154265.15,-,69248262,69248317
chr17,ENSG00000154265.15,-,69249905,69249984
chr17,ENSG00000154265.15,-,69250472,69250621
chr17,ENSG00000154265.15,-,69251747,69251866
chr17,ENSG00000154265.15,-,69253573,69253667
chr17,ENSG00000154265.15,-,69253794,69253869
chr17,ENSG00000154265.15,-,69254315,69254490
chr17,ENSG00000154265.15,-,69255543,69255634
chr17,ENSG00000154265.15,-,69255733,69255850
chr17,ENSG00000154265.15,-,69256157,69256283
chr17,ENSG00000154265.15,-,69259706,69259797
chr17,ENSG00000154265.15,-,69260338,69260412
chr17,ENSG00000154265.15,-,69261125,69261259
chr17,ENSG00000154265.15,-,69261635,69261748
chr17,ENSG00000154265.15,-,69264735,69264905
chr17,ENSG00000154265.15,-,69267943,69268056
chr17,ENSG00000154265.15,-,69270613,69270750
chr17,ENSG00000154265.15,-,69271162,69271289
chr17,ENSG00000154265.15,-,69273943,69274128
chr17,ENSG00000154265.15,-,69304094,69304614
chr17,ENSG00000154265.15,-,69314416,69314603
chr17,ENSG00000154265.15,-,69317705,69317823
chr17,ENSG00000108984.13,+,69516855,69516903
chr17,ENSG00000108984.13,+,69517500,69517535
chr17,ENSG00000108984.13,+,69519333,69519432
chr17,ENSG00000108984.13,+,69520270,69520386
chr17,ENSG00000108984.13,+,69521049,69521100
chr17,ENSG00000108984.13,+,69523514,69523641
chr17,ENSG00000108984.13,+,69524901,69524978
chr17,ENSG00000108984.13,+,69526570,69526709
chr17,ENSG00000108984.13,+,69536115,69536160
chr17,ENSG00000108984.13,+,69541676,69543331
chr17,ENSG00000153822.13,+,70108301,70108381
chr17,ENSG00000153822.13,+,70130879,70130975
chr17,ENSG00000153822.13,+,70131353,70131480
chr17,ENSG00000153822.13,+,70131995,70132087
chr17,ENSG00000153822.13,+,70133342,70135608
chr17,ENSG00000123700.4,+,70174824,70175039
chr17,ENSG00000123700.4,+,70176321,70180048
chr17,ENSG00000125398.5,+,72124385,72126420
chr17,ENSG00000133195.11,-,72645949,72647586
chr17,ENSG00000133195.11,-,72712739,72712981
chr17,ENSG00000133195.11,-,72736650,72736719
chr17,ENSG00000133195.11,-,72821605,72821822
chr17,ENSG00000133195.11,-,72823698,72823883
chr17,ENSG00000133195.11,-,72837800,72838040
chr17,ENSG00000133195.11,-,72849634,72849804
chr17,ENSG00000133195.11,-,73088765,73088775
chr17,ENSG00000166685.11,+,73196565,73196751
chr17,ENSG00000166685.11,+,73196900,73197081
chr17,ENSG00000166685.11,+,73207338,73208507
chr17,ENSG00000133193.12,-,73207353,73209531
chr17,ENSG00000133193.12,-,73209566,73209680
chr17,ENSG00000133193.12,-,73212729,73212740
chr17,ENSG00000141219.15,+,73235476,73235482
chr17,ENSG00000141219.15,+,73242244,73242323
chr17,ENSG00000141219.15,+,73245188,73245344
chr17,ENSG00000141219.15,+,73247339,73248947
chr17,ENSG00000187959.9,-,73248449,73248496
chr17,ENSG00000187959.9,-,73249793,73250278
chr17,ENSG00000179604.9,-,73283624,73285460
chr17,ENSG00000179604.9,-,73286501,73286612
chr17,ENSG00000179604.9,-,73286714,73286853
chr17,ENSG00000069188.16,-,73334384,73338589
chr17,ENSG00000172809.12,+,74209315,74209461
chr17,ENSG00000172809.12,+,74209827,74210655
chr17,ENSG00000141540.10,+,74250293,74250357
chr17,ENSG00000141540.10,+,74252234,74252288
chr17,ENSG00000141540.10,+,74260129,74260206
chr17,ENSG00000141540.10,+,74260207,74262020
chr17,ENSG00000171595.13,+,74299718,74299857
chr17,ENSG00000171595.13,+,74301046,74301168
chr17,ENSG00000171595.13,+,74305219,74305442
chr17,ENSG00000171595.13,+,74309253,74309388
chr17,ENSG00000171595.13,+,74310017,74310163
chr17,ENSG00000171595.13,+,74312003,74312075
chr17,ENSG00000171595.13,+,74314121,74314271
chr17,ENSG00000171595.13,+,74314589,74314884
chr17,ENSG00000196169.14,+,74355310,74355820
chr17,ENSG00000204347.3,-,74356416,74356659
chr17,ENSG00000257008.6,+,74370521,74370679
chr17,ENSG00000257008.6,+,74371729,74372622
chr17,ENSG00000170412.16,+,74439745,74439776
chr17,ENSG00000170412.16,+,74440683,74440721
chr17,ENSG00000170412.16,+,74443863,74443912
chr17,ENSG00000170412.16,+,74446849,74447429
chr17,ENSG00000170412.16,+,74449365,74449509
chr17,ENSG00000170412.16,+,74451163,74451653
chr17,ENSG00000167851.13,+,74484124,74484796
chr17,ENSG00000178789.8,-,74521174,74522740
chr17,ENSG00000178789.8,-,74523153,74523577
chr17,ENSG00000167850.3,-,74541108,74541591
chr17,ENSG00000204345.1,-,74579365,74580004
chr17,ENSG00000186407.6,-,74609887,74612655
chr17,ENSG00000186074.18,-,74694311,74695251
chr17,ENSG00000186074.18,-,74695725,74695819
chr17,ENSG00000172794.19,+,74745086,74747335
chr17,ENSG00000109062.9,+,74768158,74768236
chr17,ENSG00000109062.9,+,74768468,74769353
chr17,ENSG00000109065.11,-,74770547,74771858
chr17,ENSG00000109065.11,-,74771960,74772352
chr17,ENSG00000109066.13,+,74836685,74839779
chr17,ENSG00000161509.13,-,74842023,74842437
chr17,ENSG00000161509.13,-,74844032,74844239
chr17,ENSG00000161513.11,-,74862497,74862947
chr17,ENSG00000161513.11,-,74863076,74863246
chr17,ENSG00000161513.11,-,74863896,74864347
chr17,ENSG00000161513.11,-,74864480,74864564
chr17,ENSG00000161513.11,-,74864824,74864931
chr17,ENSG00000161513.11,-,74865719,74865820
chr17,ENSG00000161513.11,-,74866131,74866244
chr17,ENSG00000161513.11,-,74866446,74866568
chr17,ENSG00000161513.11,-,74866784,74866879
chr17,ENSG00000172782.11,-,74877299,74878333
chr17,ENSG00000172782.11,-,74879042,74879289
chr17,ENSG00000182040.8,-,74916084,74918076
chr17,ENSG00000182040.8,-,74919454,74920437
chr17,ENSG00000183034.12,+,74933543,74933912
chr17,ENSG00000182938.4,+,74943286,74943344
chr17,ENSG00000182938.4,+,74943606,74943724
chr17,ENSG00000182938.4,+,74946661,74947475
chr17,ENSG00000182938.4,+,74949246,74949992
chr17,ENSG00000167861.15,-,74950744,74951633
chr17,ENSG00000167861.15,-,74951905,74952063
chr17,ENSG00000167861.15,-,74952269,74952360
chr17,ENSG00000167861.15,-,74953006,74953086
chr17,ENSG00000167861.15,-,74953545,74953651
chr17,ENSG00000167861.15,-,74954138,74954365
chr17,ENSG00000167861.15,-,74955792,74955956
chr17,ENSG00000167861.15,-,74957969,74957985
chr17,ENSG00000167861.15,-,74958141,74958219
chr17,ENSG00000167861.15,-,74958327,74958478
chr17,ENSG00000167861.15,-,74958673,74958763
chr17,ENSG00000167861.15,-,74958911,74959051
chr17,ENSG00000167861.15,-,74959881,74959937
chr17,ENSG00000167861.15,-,74960026,74960248
chr17,ENSG00000167861.15,-,74961873,74961989
chr17,ENSG00000109089.7,+,75004072,75005800
chr17,ENSG00000167862.9,+,75018624,75018694
chr17,ENSG00000167862.9,+,75019700,75019759
chr17,ENSG00000167862.9,+,75020313,75020395
chr17,ENSG00000167862.9,+,75020488,75020575
chr17,ENSG00000167862.9,+,75021003,75021261
chr17,ENSG00000167863.11,-,75038863,75038934
chr17,ENSG00000167863.11,-,75039018,75039063
chr17,ENSG00000167863.11,-,75039209,75039271
chr17,ENSG00000167863.11,-,75039872,75040017
chr17,ENSG00000167863.11,-,75042651,75042659
chr17,ENSG00000180901.10,+,75049220,75049328
chr17,ENSG00000180901.10,+,75053014,75053105
chr17,ENSG00000180901.10,+,75059510,75059605
chr17,ENSG00000180901.10,+,75062120,75062245
chr17,ENSG00000180901.10,+,75063018,75065889
chr17,ENSG00000170190.15,+,75093589,75093636
chr17,ENSG00000170190.15,+,75104197,75104410
chr17,ENSG00000170190.15,+,75106031,75106162
chr17,ENSG00000125449.6,+,75114180,75114830
chr17,ENSG00000125449.6,+,75128815,75130265
chr17,ENSG00000125458.6,-,75130225,75130867
chr17,ENSG00000125458.6,-,75130965,75131005
chr17,ENSG00000189159.15,-,75135248,75136250
chr17,ENSG00000189159.15,-,75148590,75148671
chr17,ENSG00000188612.11,-,75165586,75168341
chr17,ENSG00000125450.10,+,75225135,75225237
chr17,ENSG00000125450.10,+,75225342,75225464
chr17,ENSG00000125450.10,+,75225698,75225829
chr17,ENSG00000125450.10,+,75226051,75226157
chr17,ENSG00000125450.10,+,75231340,75231423
chr17,ENSG00000125450.10,+,75231573,75231638
chr17,ENSG00000125450.10,+,75231828,75232116
chr17,ENSG00000125450.10,+,75232851,75232968
chr17,ENSG00000125450.10,+,75233058,75233158
chr17,ENSG00000125450.10,+,75234637,75235201
chr17,ENSG00000125450.10,+,75235476,75235480
chr17,ENSG00000125450.10,+,75235578,75235758
chr17,ENSG00000125447.16,-,75236599,75238389
chr17,ENSG00000125447.16,-,75238652,75238762
chr17,ENSG00000125447.16,-,75238914,75239083
chr17,ENSG00000125447.16,-,75239375,75239571
chr17,ENSG00000125447.16,-,75239789,75240108
chr17,ENSG00000125447.16,-,75240342,75241057
chr17,ENSG00000125447.16,-,75241400,75241516
chr17,ENSG00000125447.16,-,75241615,75241696
chr17,ENSG00000125447.16,-,75242336,75242473
chr17,ENSG00000125447.16,-,75242831,75242911
chr17,ENSG00000125447.16,-,75243063,75243226
chr17,ENSG00000125447.16,-,75243447,75243570
chr17,ENSG00000125447.16,-,75244402,75244472
chr17,ENSG00000125447.16,-,75244619,75244717
chr17,ENSG00000125447.16,-,75246509,75246584
chr17,ENSG00000125447.16,-,75246712,75246796
chr17,ENSG00000125447.16,-,75248840,75249008
chr17,ENSG00000125445.10,+,75263550,75264490
chr17,ENSG00000125445.10,+,75265702,75266373
chr17,ENSG00000125457.13,-,75266228,75266967
chr17,ENSG00000125457.13,-,75267538,75267589
chr17,ENSG00000125454.11,-,75272981,75273453
chr17,ENSG00000125454.11,-,75283579,75283593
chr17,ENSG00000125454.11,-,75286765,75286802
chr17,ENSG00000177885.13,-,75318076,75320384
chr17,ENSG00000177728.14,+,75471800,75471955
chr17,ENSG00000177728.14,+,75485428,75485547
